Fox_education_Virginia,Fox_education_Lilly,Fox_education_Kris,Fox_education_Gayla,Fox_education_Andre,Fox_education_Willis,Fox_education_Charles,Fox_education_Leota,Fox_education_Theodore,Fox_education_Dewayne,Fox_education_Jacqueline,Fox_education_Yolande,Fox_education_Lesley,Fox_education_Maris,Fox_education_John,Fox_education_Marcelina,Fox_education_Sterling,Fox_education_Elvira,Fox_education_Ollie,Fox_education_Elois,Fox_education_Melinda,Fox_education_Geoffrey,Fox_education_Vernon,Fox_education_Tamika,Fox_education_Janina,Fox_education_Burton,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Ashli,Fox_education_Miguelina,Fox_education_Long,Fox_education_Louie,Fox_education_Shaun,Fox_education_Kim,Fox_education_Otilia,Fox_education_Tonya,Fox_education_Elizabeth,Fox_education_Eddy,Fox_education_Melvin,Fox_education_Eldon,Fox_education_Suzan,Fox_education_Shirley,Fox_education_Claude,Fox_education_Maureen,Fox_education_Dominique,Fox_education_Stacia,Fox_education_Ray,Fox_education_Marlana,Fox_education_Rudolph,Fox_education_Leona,Fox_public_Bart,Fox_public_Denny,Fox_public_Lauren,Fox_public_Martin,Fox_public_Belle,Fox_public_Rhonda,Rat_public_Emilee,Rat_public_Nell,Rat_public_Frederick,Rat_public_Leta,Rat_public_Kelly,Rat_public_Sean,Rat_public_Kathleen,Rat_public_Becky,Rat_public_Toya,Rat_public_Loretta,Rat_public_Sharron,Rat_public_Kelle,Rat_public_Johnna,Rat_public_Bronwyn,Rat_public_Alanna,Rat_public_Lynda,Rat_public_Yetta,Rat_public_Laurie,Rat_public_Sade,Rat_public_Damon,Rat_public_Vickie,Rat_public_Chrissy,Rat_public_Allyson,Rat_public_Johnny,Rat_public_Isabel,Rat_public_Yessenia,Rat_public_Joann,Rat_public_Stella,Rat_public_Hortencia,Rat_public_Roma,Rat_public_Fredrick,Rat_public_Helena,Rat_public_Sharonda,Rat_public_Elmira,Rat_public_Clyde,Rat_public_Allie,Rat_public_Leo,Rat_public_Ramona,Rat_public_Julieann,Rat_public_Laura,Rat_public_Kermit,Rat_public_Courtney,Rat_public_Ulysses,Rat_public_Kimber,Fox_office_Israel,Fox_office_Gaylord,Fox_office_Margarita,Fox_office_Clayton,Fox_office_Demetrius,Fox_office_Berniece,Fox_office_Susanne,Fox_office_Alice,Fox_office_Molly,Fox_office_Brandy,Fox_office_Vicki,Fox_office_Karima,Fox_office_Zachary,Fox_office_Joy,Fox_office_Easter,Fox_office_Juana,Fox_office_Carson,Fox_office_Sheila,Fox_office_Thelma,Fox_office_Essie,Fox_office_Rowena,Fox_office_Bernard,Fox_office_Edythe,Fox_office_Yong,Rat_office_Annis,Rat_office_Jessica,Rat_office_Colby,Rat_office_Adele,Rat_office_Chris,Rat_office_Jacinta,Rat_office_Olivia,Rat_office_Ronald,Rat_office_Jamal,Rat_office_Ashlee,Rat_office_Sammy,Rat_office_Arron,Rat_office_Tracy,Rat_office_Randy,Rat_office_Craig,Rat_office_Mei,Rat_office_Jeannie,Rat_office_Kasey,Rat_office_Lora,Rat_office_Ramiro,Rat_office_Jill,Rat_office_Avis,Rat_office_Rosemary,Rat_office_Loyd,Bull_office_Anne,Bull_office_Myron
2.30,159.05,30.84,44.88,429.93,2116.30,10.26,151.80,254.06,46.23,99.89,487.68,7.01,25.27,33.69,1.13,5.28,180.28,75.55,8.15,357.73,118.75,35.34,81.03,138.81,42.44,674.42,86.03,17.75,47.70,80.67,66.41,56.27,26.72,858.51,168.51,336.33,184.88,34.76,188.62,25.37,66.78,917.39,251.69,151.02,73.48,72.77,144.87,13.43,200.55,45.11,109.83,102.91,158.30,63.77,83.37,13.90,40.23,16.47,14.12,17.60,30.29,29.43,17.20,23.14,196.36,45.08,23.59,45.96,410.70,1113.06,8.91,14.29,126.81,26.44,19.47,111.16,39.28,45.74,27.15,36.89,83.95,12.77,90.62,34.72,23.22,10.65,18.99,34.69,25.05,28.63,5.07,19.44,20.46,1.21,12.84,13.21,17.63,,131.91,98.83,97.02,10.22,30.51,175.63,20.53,15.23,303.10,3.47,12.55,95.70,25.24,253.66,118.95,13.33,11.99,31.25,6.40,102.82,18.86,23.66,129.59,96.51,170.27,24.21,584.56,1818.01,430.04,641.43,188.07,22.91,40.37,627.15,26.25,42.22,34.95,16.33,60.11,184.06,15.20,24.20,66.15,297.19,32.91,336.94,1066.45,13.31,41.84,21.00,49.00
2.67,159.99,31.75,44.75,421.44,2112.01,10.36,148.43,254.70,46.82,98.65,485.98,7.25,25.29,33.34,1.06,5.22,207.09,75.12,8.16,351.94,118.25,34.95,81.67,134.63,42.27,679.47,84.34,17.46,46.85,79.06,65.84,56.14,26.27,856.91,168.28,327.73,184.38,35.63,187.91,26.55,65.66,942.30,247.75,151.24,73.49,73.28,145.74,11.97,200.64,40.84,111.35,106.64,157.56,64.02,85.23,14.18,40.05,15.10,13.53,16.12,29.56,27.66,16.88,25.33,191.32,45.23,23.65,55.94,409.68,1120.02,8.88,14.11,126.48,26.02,18.34,106.58,40.49,45.53,26.61,37.02,85.70,12.74,89.75,34.14,23.45,10.84,18.51,35.29,25.52,29.69,5.06,19.20,20.55,1.21,12.82,13.36,17.80,,134.30,105.08,99.23,10.12,29.23,175.86,20.96,14.77,306.14,3.54,12.65,98.00,23.84,252.83,117.44,13.25,12.22,29.84,6.88,108.78,17.91,23.71,129.69,95.34,172.62,23.87,573.33,1821.58,450.05,642.93,182.17,22.52,42.12,659.98,25.43,42.84,35.30,16.35,61.90,182.58,15.77,24.49,68.68,383.61,33.00,340.31,1028.29,13.54,40.03,21.00,45.50
2.24,160.44,32.15,44.83,407.31,2122.56,10.67,147.84,254.94,46.82,99.11,487.98,6.88,25.35,35.14,1.15,5.30,187.06,77.72,8.48,351.50,118.73,34.82,80.88,133.86,42.35,677.99,84.54,17.13,47.69,79.31,65.59,57.52,26.06,858.43,168.09,332.65,289.05,35.89,189.72,27.11,65.94,943.78,247.66,150.83,73.81,75.27,144.75,11.29,192.54,41.22,113.36,105.42,156.01,63.77,101.22,13.90,40.08,16.62,13.23,15.77,30.52,27.80,16.42,24.73,191.78,45.12,23.66,42.16,410.22,1132.02,8.79,14.40,128.25,24.31,17.38,104.22,40.44,45.22,26.80,36.84,89.74,12.87,90.16,35.97,23.42,10.37,21.23,35.07,23.98,30.86,5.08,19.59,20.23,1.21,12.88,13.26,17.74,,125.35,101.25,100.97,10.12,28.59,180.98,37.38,14.73,306.54,3.54,13.53,98.52,23.60,254.87,133.38,13.31,11.93,29.90,6.67,105.47,17.56,25.06,129.94,93.35,177.24,23.38,572.75,1826.70,438.70,644.58,181.33,22.91,42.17,618.33,26.18,41.30,34.63,16.13,60.89,182.73,15.35,25.23,67.01,373.31,33.05,357.35,1065.99,13.77,37.49,21.00,45.00
2.24,162.04,31.34,44.87,401.05,2113.47,10.64,149.53,253.73,46.94,98.84,481.51,6.74,25.09,34.32,1.16,5.29,182.41,78.07,8.70,345.81,118.70,34.86,80.59,135.87,42.48,683.93,85.91,17.39,45.23,79.43,64.68,56.21,26.23,857.54,167.68,333.54,317.59,34.94,189.56,27.35,64.06,943.12,248.11,153.27,74.04,75.46,145.39,10.97,191.77,40.89,110.50,106.62,156.21,64.28,103.39,13.87,40.61,16.71,13.25,15.59,30.96,29.33,15.85,19.39,190.82,44.60,23.63,38.62,413.52,1105.08,8.46,14.26,132.65,23.57,16.20,100.92,38.70,44.44,25.77,36.47,89.33,12.74,90.38,34.16,23.75,10.38,21.50,35.18,25.33,29.89,5.03,19.23,19.84,1.21,13.13,13.37,17.70,,134.77,98.27,102.15,10.23,28.84,186.31,41.32,15.01,305.10,3.62,12.73,100.37,23.86,261.20,134.40,13.76,11.84,30.11,6.84,109.01,18.06,24.83,136.60,93.85,177.26,23.17,573.22,1854.29,457.33,640.59,185.02,22.80,41.87,616.31,25.55,42.67,34.74,16.57,60.42,182.87,15.60,25.18,67.90,377.96,33.42,331.75,1075.36,13.47,36.85,21.50,46.50
2.58,161.50,31.24,44.90,415.36,2105.14,10.61,147.85,253.75,46.89,98.73,484.46,7.05,25.22,37.95,10.29,6.79,187.19,79.02,8.80,341.50,119.11,34.90,81.56,149.41,42.76,676.58,85.50,17.45,49.22,77.92,65.72,55.62,25.94,855.34,168.69,330.31,407.43,40.55,189.75,27.99,66.78,940.84,248.12,162.15,73.75,75.17,144.88,10.88,191.00,40.03,118.93,108.69,155.97,64.91,107.03,14.00,40.20,16.96,13.43,15.51,30.41,26.55,16.33,20.32,189.67,44.94,23.68,35.84,419.10,1096.44,8.58,14.27,139.45,24.12,15.73,101.46,40.75,44.52,24.91,36.66,89.88,12.71,90.00,34.41,23.48,10.40,19.04,35.48,25.30,29.54,5.00,19.86,19.64,1.21,12.89,13.33,17.70,,136.15,108.77,103.69,10.06,28.56,206.11,41.05,14.82,307.12,10.28,13.40,99.87,23.91,272.98,133.23,13.94,11.88,29.71,7.42,114.31,18.13,23.90,140.00,92.98,179.89,23.09,568.75,1930.07,445.19,633.96,183.27,22.96,42.41,619.21,26.36,48.86,35.05,16.70,60.42,181.34,15.56,24.75,68.30,372.45,32.92,340.19,1049.28,13.62,37.51,21.00,45.00
2.41,165.04,31.90,45.21,408.69,2106.78,10.80,148.30,253.00,47.56,100.35,482.17,6.90,25.12,42.30,14.50,7.54,228.97,85.31,8.71,341.79,120.62,34.91,87.77,136.81,45.55,687.39,84.69,17.38,45.28,98.38,65.78,56.03,26.06,859.60,168.72,340.50,417.90,50.50,189.88,27.14,67.75,939.33,248.79,166.13,74.58,75.75,143.97,11.17,190.74,41.27,118.04,103.81,156.22,65.98,103.52,14.07,39.90,16.50,13.24,15.61,28.53,27.34,16.62,19.61,190.25,44.97,23.69,34.72,424.62,1099.26,8.86,13.82,138.25,24.53,16.41,102.54,41.19,43.85,25.90,36.38,90.19,12.75,89.24,35.70,23.70,10.47,19.55,35.09,24.89,31.58,5.03,20.04,19.59,1.21,12.87,13.22,17.73,,136.66,116.06,108.83,10.09,37.92,215.75,42.93,14.96,310.01,10.95,12.76,100.42,31.91,292.63,132.53,13.28,11.72,38.76,7.63,118.90,17.39,24.12,140.33,93.97,186.24,23.38,550.37,1947.93,463.36,636.81,178.56,22.44,46.98,613.41,25.18,40.62,35.78,16.66,59.61,182.09,15.74,24.95,72.54,452.13,32.87,331.11,1056.44,13.46,40.41,21.50,45.00
2.63,168.72,40.03,45.91,432.61,2104.77,11.19,149.65,252.91,48.39,100.12,490.36,9.75,25.18,49.73,16.77,7.37,259.05,87.22,8.66,339.06,120.97,36.39,88.81,128.08,45.88,682.09,93.32,17.13,55.78,105.83,66.12,58.25,26.07,866.15,168.18,343.97,409.81,72.96,189.94,28.55,67.86,933.93,253.29,173.06,79.09,76.34,144.81,11.20,196.91,40.84,119.75,107.31,155.74,65.67,106.28,14.16,39.72,18.28,13.21,18.09,28.74,26.28,17.20,19.42,190.42,44.57,23.99,30.93,424.98,1100.16,8.57,15.06,139.55,26.03,17.00,95.69,41.04,40.20,25.58,36.59,89.69,12.84,88.66,41.70,23.51,10.64,21.91,35.25,25.05,34.49,4.96,19.69,20.43,1.21,13.30,13.28,17.66,,133.69,115.59,123.22,10.26,48.12,222.18,44.73,15.08,309.08,9.21,12.82,99.34,36.21,297.63,134.31,13.41,12.07,44.84,9.87,114.30,19.19,24.73,140.12,93.71,189.81,23.73,582.21,1985.67,484.06,640.23,177.74,22.46,47.11,673.42,25.73,41.78,35.41,17.18,59.66,185.05,15.78,24.66,70.88,487.87,32.74,359.77,1075.32,13.59,41.37,21.00,45.50
2.60,167.74,49.09,46.04,407.68,2095.07,11.20,149.74,254.45,49.00,100.64,495.25,13.57,24.91,52.38,13.79,7.48,265.63,88.72,8.73,335.94,120.50,36.86,92.25,124.72,42.78,685.98,95.78,18.59,55.30,109.22,64.31,51.65,34.53,864.08,166.49,341.89,410.28,76.28,188.38,28.52,58.56,944.27,258.38,175.38,79.15,76.72,144.71,10.84,195.76,41.23,123.94,103.16,154.72,65.66,108.44,14.99,39.80,19.00,15.57,20.92,27.85,30.70,19.41,18.69,191.75,44.58,24.16,40.96,424.62,1065.12,9.31,15.54,139.38,26.95,18.27,91.23,41.31,56.27,26.36,36.52,99.71,12.42,91.19,39.21,33.42,10.91,22.43,35.20,26.39,39.69,5.00,19.87,20.83,1.20,13.39,13.27,17.70,,131.34,116.15,119.69,10.24,47.90,234.56,44.98,15.43,312.40,9.11,12.85,99.20,52.83,295.48,132.38,13.87,11.58,48.03,8.33,118.26,19.28,23.42,139.78,94.06,192.30,24.17,668.72,2000.97,597.62,632.61,184.34,22.56,48.66,1048.38,25.25,57.49,36.75,17.04,59.89,183.70,15.89,26.75,74.44,502.14,32.66,629.05,1058.78,13.30,40.39,21.00,50.50
2.31,166.09,49.86,44.80,415.91,2099.03,10.74,146.91,255.02,47.69,98.98,493.31,20.59,24.38,51.63,12.89,8.23,263.13,89.48,8.63,329.06,119.79,32.91,93.82,122.47,30.59,682.51,94.42,18.71,56.22,104.92,63.38,39.70,38.14,855.08,144.76,338.62,399.24,74.67,185.62,27.77,49.21,939.44,255.94,174.93,79.34,75.51,145.23,9.84,192.30,38.00,122.18,101.40,151.49,67.27,113.22,17.25,39.83,17.09,13.89,20.90,24.46,28.29,17.45,18.06,192.03,38.06,24.05,38.31,424.32,1062.90,11.32,15.77,138.28,26.91,18.18,89.16,46.12,63.00,27.75,36.72,122.64,11.54,92.07,36.47,59.66,13.37,23.60,31.56,26.54,42.70,4.87,19.99,21.56,1.14,13.01,13.04,17.33,,136.06,114.22,119.95,10.13,43.33,213.37,41.64,16.13,313.59,6.04,13.44,99.33,61.43,267.99,124.44,12.73,10.30,49.20,7.47,112.03,18.65,22.95,141.50,91.25,188.31,25.19,683.75,1987.33,639.61,628.80,178.69,22.48,46.95,622.16,25.92,56.90,36.83,16.16,54.53,163.24,15.99,32.32,73.15,506.30,31.24,331.49,1053.53,15.32,40.05,20.50,55.50
2.21,164.77,49.85,44.65,423.31,2099.20,10.37,147.77,254.77,46.62,98.70,491.31,14.13,24.37,50.53,13.20,11.86,228.06,90.98,8.69,332.51,119.08,32.41,97.93,117.47,30.95,681.27,92.97,18.72,56.18,103.69,63.03,38.84,38.00,860.57,143.26,338.44,386.60,76.01,184.00,27.95,47.39,933.99,253.65,175.32,79.25,72.16,142.12,9.58,196.39,41.66,112.89,103.81,151.32,67.23,114.87,19.73,39.42,15.18,12.63,19.21,21.09,27.59,14.72,18.24,187.63,36.42,23.95,38.92,416.64,1086.90,9.68,15.43,140.25,26.61,17.80,94.68,46.20,59.66,26.54,38.83,128.20,10.74,91.22,37.30,81.06,12.89,27.84,20.55,27.22,46.03,4.08,18.95,18.11,0.77,12.32,12.48,16.54,,135.55,112.19,121.25,10.36,41.78,189.59,40.34,12.36,313.71,4.00,13.09,96.82,62.62,246.00,124.46,13.16,10.30,48.61,6.81,110.87,18.67,22.59,142.17,89.39,175.86,25.81,672.97,1939.80,626.08,636.90,177.62,22.12,46.40,619.60,25.02,63.72,36.23,16.55,53.12,163.51,17.93,39.06,65.50,513.23,31.04,327.68,1064.39,14.16,39.23,19.50,51.50
